url_path,views_total,views_unique
/vmhomelab/printbuddy,96,42
/vmhomelab/printbuddy/issues,15,8
/vmhomelab/Printbuddy,13,4
/vmhomelab/printbuddy/releases/tag/v0.2.4.8,7,7
/vmhomelab/printbuddy/pulls,7,6
/vmhomelab/printbuddy/releases,5,5
/vmhomelab/printbuddy/issues/7,4,3
/vmhomelab/printbuddy/pull/2,3,3
/vmhomelab/printbuddy/tree/main,3,3
/vmhomelab/printbuddy/blob/main/docs/screenshots/printer-detail.png,3,2
