url_path,views_total,views_unique
/vmhomelab/printbuddy,20,8
/vmhomelab/Printbuddy,20,1
/vmhomelab/printbuddy/issues/1,10,3
/vmhomelab/printbuddy/issues,6,1
/vmhomelab/printbuddy/tree/dev,5,2
/maziggy/bambuddy/compare/main...vmhomelab:printbuddy:main,4,4
/vmhomelab/printbuddy/actions,4,2
/vmhomelab/printbuddy/actions/runs/27327137057,3,1
/vmhomelab/printbuddy/blob/main/docs/screenshots/dashboard.png,3,1
/vmhomelab/printbuddy/security,2,2
