url_path,views_total,views_unique
/vmhomelab/printbuddy,102,44
/vmhomelab/printbuddy/issues,19,9
/vmhomelab/Printbuddy,17,5
/vmhomelab/printbuddy/releases/tag/v0.2.4.8,12,11
/vmhomelab/printbuddy/pulls,10,7
/vmhomelab/printbuddy/releases,7,6
/vmhomelab/printbuddy/issues/3,4,4
/vmhomelab/printbuddy/issues/7,4,3
/vmhomelab/printbuddy/actions,3,3
/vmhomelab/printbuddy/pull/2,3,3
