url_path,views_total,views_unique
/vmhomelab/printbuddy,82,37
/vmhomelab/Printbuddy,23,3
/vmhomelab/printbuddy/tree/dev,12,3
/vmhomelab/printbuddy/commits/dev,7,2
/vmhomelab/printbuddy/blob/main/docs/screenshots/dashboard.png,4,4
/vmhomelab/printbuddy/pulls,4,2
/vmhomelab/printbuddy/issues,3,3
/vmhomelab/printbuddy/pull/2,3,2
/vmhomelab/printbuddy/security,3,2
/vmhomelab/printbuddy/actions,3,1
