url_path,views_total,views_unique
/vmhomelab/printbuddy,69,31
/vmhomelab/Printbuddy,27,2
/vmhomelab/printbuddy/issues/1,9,3
/vmhomelab/printbuddy/tree/dev,9,3
/vmhomelab/printbuddy/commits/dev,5,1
/vmhomelab/printbuddy/issues,5,1
/vmhomelab/printbuddy/blob/main/docs/screenshots/dashboard.png,4,3
/vmhomelab/printbuddy/security,4,2
/vmhomelab/printbuddy/pull/2,3,2
/vmhomelab/printbuddy/actions/runs/27327137057,3,1
