url_path,views_total,views_unique
/vmhomelab/printbuddy,64,27
/vmhomelab/Printbuddy,32,2
/vmhomelab/printbuddy/issues/1,11,4
/vmhomelab/printbuddy/tree/dev,7,2
/vmhomelab/printbuddy/issues,6,1
/vmhomelab/printbuddy/blob/main/docs/screenshots/dashboard.png,5,3
/vmhomelab/printbuddy/security,4,2
/vmhomelab/printbuddy/commits/dev,4,1
/vmhomelab/printbuddy/commits/main,4,1
/maziggy/bambuddy/compare/main...vmhomelab:printbuddy:main,3,3
