url_path,views_total,views_unique
/vmhomelab/printbuddy,133,54
/vmhomelab/Printbuddy,14,3
/vmhomelab/printbuddy/issues,12,6
/vmhomelab/printbuddy/releases/tag/v0.2.4.8,11,10
/vmhomelab/printbuddy/pulls,9,5
/vmhomelab/printbuddy/tree/dev,8,2
/vmhomelab/printbuddy/releases,6,4
/vmhomelab/printbuddy/blob/main/docs/screenshots/dashboard.png,5,5
/vmhomelab/printbuddy/issues/3,5,4
/vmhomelab/printbuddy/actions,4,3
