url_path,views_total,views_unique
/vmhomelab/printbuddy,105,46
/vmhomelab/printbuddy/issues,20,9
/vmhomelab/Printbuddy,17,5
/vmhomelab/printbuddy/releases/tag/v0.2.4.8,12,11
/vmhomelab/printbuddy/pulls,10,7
/vmhomelab/printbuddy/releases,7,6
/vmhomelab/printbuddy/issues/3,4,4
/vmhomelab/printbuddy/actions,4,3
/vmhomelab/printbuddy/issues/7,4,3
/vmhomelab/printbuddy/blob/main/docs/screenshots/dashboard.png,3,3
